Datum;BundeslandID;Bevölkerung;Name;Auslieferungen;AuslieferungenPro100;Bestellungen;BestellungenPro100
2021-01-28T23:59:59+01:00;9;1973403;Wien;50191;2.54337304645833;63313;3.20831578750007
2021-01-28T23:59:59+01:00;10;9090868;Österreich;208456;2.2930263644791697;298169;3.2798738250296897
2021-01-29T23:59:59+01:00;0;;Bundesverwaltung;0;;0;
2021-01-29T23:59:59+01:00;1;301203;Burgenland;5616;1.8645232617205;7998;2.65535203832631
2021-01-29T23:59:59+01:00;2;568946;Kärnten;14088;2.47615766698421;20113;3.53513338699982
2021-01-29T23:59:59+01:00;3;1717617;Niederösterreich;31283;1.8213024207375699;48814;2.8419606932162402
2021-01-29T23:59:59+01:00;4;1521843;Oberösterreich;37625;2.47233124573297;48848;3.20979233731732
2021-01-29T23:59:59+01:00;5;568317;Salzburg;12631;2.22252721632469;17803;3.1325826959249903
2021-01-29T23:59:59+01:00;6;1264384;Steiermark;31631;2.5016925237902403;57845;4.57495507693865
2021-01-29T23:59:59+01:00;7;769613;Tirol;16042;2.0844242495903798;24575;3.1931633171477096
2021-01-29T23:59:59+01:00;8;405542;Vorarlberg;13355;3.29312377016437;16601;4.09353408524888
2021-01-29T23:59:59+01:00;9;1973403;Wien;50197;2.54367708977842;63397;3.2125723939813597
2021-01-29T23:59:59+01:00;10;9090868;Österreich;212468;2.3371585639567103;305309;3.35841418003209
2021-01-30T23:59:59+01:00;0;;Bundesverwaltung;0;;0;
2021-01-30T23:59:59+01:00;1;301203;Burgenland;5807;1.92793564473129;7998;2.65535203832631
2021-01-30T23:59:59+01:00;2;568946;Kärnten;14088;2.47615766698421;19698;3.46219149093236
2021-01-30T23:59:59+01:00;3;1717617;Niederösterreich;32292;1.88004659944563;48814;2.8419606932162402
2021-01-30T23:59:59+01:00;4;1521843;Oberösterreich;37625;2.47233124573297;48848;3.20979233731732
2021-01-30T23:59:59+01:00;5;568317;Salzburg;12787;2.24997668554697;17803;3.1325826959249903
2021-01-30T23:59:59+01:00;6;1264384;Steiermark;31723;2.50896879429034;57845;4.57495507693865
2021-01-30T23:59:59+01:00;7;769613;Tirol;16042;2.0844242495903798;24419;3.1728933892748703
2021-01-30T23:59:59+01:00;8;405542;Vorarlberg;13355;3.29312377016437;16601;4.09353408524888
2021-01-30T23:59:59+01:00;9;1973403;Wien;51433;2.6063100137174198;63397;3.2125723939813597
2021-01-30T23:59:59+01:00;10;9090868;Österreich;215152;2.36668269740579;304738;3.35213315164185
2021-01-31T23:59:59+01:00;0;;Bundesverwaltung;0;;0;
2021-01-31T23:59:59+01:00;1;301203;Burgenland;5807;1.92793564473129;7998;2.65535203832631
2021-01-31T23:59:59+01:00;2;568946;Kärnten;14088;2.47615766698421;19698;3.46219149093236
2021-01-31T23:59:59+01:00;3;1717617;Niederösterreich;32292;1.88004659944563;49414;2.87689281137762
2021-01-31T23:59:59+01:00;4;1521843;Oberösterreich;37625;2.47233124573297;48848;3.20979233731732
2021-01-31T23:59:59+01:00;5;568317;Salzburg;12787;2.24997668554697;17803;3.1325826959249903
2021-01-31T23:59:59+01:00;6;1264384;Steiermark;31723;2.50896879429034;58991;4.66559209860296
2021-01-31T23:59:59+01:00;7;769613;Tirol;16042;2.0844242495903798;24419;3.1728933892748703
2021-01-31T23:59:59+01:00;8;405542;Vorarlberg;13355;3.29312377016437;16601;4.09353408524888
2021-01-31T23:59:59+01:00;9;1973403;Wien;51433;2.6063100137174198;63397;3.2125723939813597
2021-01-31T23:59:59+01:00;10;9090868;Österreich;215152;2.36668269740579;306484;3.3713392384533596
2021-02-01T23:59:59+01:00;0;;Bundesverwaltung;0;;0;
2021-02-01T23:59:59+01:00;1;301203;Burgenland;6726;2.2330454875947403;7998;2.65535203832631
2021-02-01T23:59:59+01:00;2;568946;Kärnten;15972;2.80729629877001;21804;3.8323496430241204
2021-02-01T23:59:59+01:00;3;1717617;Niederösterreich;41275;2.40303862851846;50206;2.92300320735065
2021-02-01T23:59:59+01:00;4;1521843;Oberösterreich;37793;2.48337049222555;59264;3.89422561985698
2021-02-01T23:59:59+01:00;5;568317;Salzburg;15199;2.6743877096761097;18163;3.19592762489948
2021-02-01T23:59:59+01:00;6;1264384;Steiermark;35438;2.8027877606803;61325;4.85018791759465
2021-02-01T23:59:59+01:00;7;769613;Tirol;21359;2.77529095792301;26861;3.49019572174586
2021-02-01T23:59:59+01:00;8;405542;Vorarlberg;13985;3.44847142836007;16601;4.09353408524888
2021-02-01T23:59:59+01:00;9;1973403;Wien;54511;2.76228423692474;64375;3.2621314551564
2021-02-01T23:59:59+01:00;10;9090868;Österreich;242258;2.6648500451222;325912;3.58504820441788
2021-02-02T23:59:59+01:00;0;;Bundesverwaltung;0;;0;
2021-02-02T23:59:59+01:00;1;301203;Burgenland;6942;2.30475792073784;9870;3.27685979223315
2021-02-02T23:59:59+01:00;2;568946;Kärnten;17616;3.09625166536016;23640;4.155051621770779
2021-02-02T23:59:59+01:00;3;1717617;Niederösterreich;43259;2.51854749923877;52264;3.04282037264419
2021-02-02T23:59:59+01:00;4;1521843;Oberösterreich;43667;2.8693498606623704;70838;4.65475085143474
2021-02-02T23:59:59+01:00;5;568317;Salzburg;15469;2.7218964064069904;18163;3.19592762489948
2021-02-02T23:59:59+01:00;6;1264384;Steiermark;37967;3.0028061095363396;62831;4.96929730208544
2021-02-02T23:59:59+01:00;7;769613;Tirol;22091;2.8704036964032595;28871;3.7513659462613
2021-02-02T23:59:59+01:00;8;405542;Vorarlberg;15233;3.7562077417382205;17801;4.3894343865740195
