date;state_id;state_name;age_group;gender;population;vaccinated_according_to_recommendation;vaccinated_according_to_recommendation_percent
2022-11-23T23:59:59+01:00;0;NoState;00-11;Female;0;173;-1.0
2022-11-23T23:59:59+01:00;0;NoState;00-11;Male;0;149;-1.0
2022-11-23T23:59:59+01:00;0;NoState;00-11;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;0;NoState;12-14;Female;0;206;-1.0
2022-11-23T23:59:59+01:00;0;NoState;12-14;Male;0;190;-1.0
2022-11-23T23:59:59+01:00;0;NoState;12-14;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;0;NoState;15-24;Female;0;3223;-1.0
2022-11-23T23:59:59+01:00;0;NoState;15-24;Male;0;2918;-1.0
2022-11-23T23:59:59+01:00;0;NoState;15-24;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;0;NoState;25-34;Female;0;5107;-1.0
2022-11-23T23:59:59+01:00;0;NoState;25-34;Male;0;6466;-1.0
2022-11-23T23:59:59+01:00;0;NoState;25-34;NonBinary;0;5;-1.0
2022-11-23T23:59:59+01:00;0;NoState;35-44;Female;0;4601;-1.0
2022-11-23T23:59:59+01:00;0;NoState;35-44;Male;0;6082;-1.0
2022-11-23T23:59:59+01:00;0;NoState;35-44;NonBinary;0;2;-1.0
2022-11-23T23:59:59+01:00;0;NoState;45-54;Female;0;6254;-1.0
2022-11-23T23:59:59+01:00;0;NoState;45-54;Male;0;5637;-1.0
2022-11-23T23:59:59+01:00;0;NoState;45-54;NonBinary;0;1;-1.0
2022-11-23T23:59:59+01:00;0;NoState;55-64;Female;0;4423;-1.0
2022-11-23T23:59:59+01:00;0;NoState;55-64;Male;0;4000;-1.0
2022-11-23T23:59:59+01:00;0;NoState;55-64;NonBinary;0;1;-1.0
2022-11-23T23:59:59+01:00;0;NoState;65-74;Female;0;1899;-1.0
2022-11-23T23:59:59+01:00;0;NoState;65-74;Male;0;1496;-1.0
2022-11-23T23:59:59+01:00;0;NoState;65-74;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;0;NoState;75-84;Female;0;1201;-1.0
2022-11-23T23:59:59+01:00;0;NoState;75-84;Male;0;914;-1.0
2022-11-23T23:59:59+01:00;0;NoState;75-84;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;0;NoState;85+;Female;0;486;-1.0
2022-11-23T23:59:59+01:00;0;NoState;85+;Male;0;162;-1.0
2022-11-23T23:59:59+01:00;0;NoState;85+;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;0;NoState;All;All;0;56255;-1.0
2022-11-23T23:59:59+01:00;0;NoState;NotAssigned;NotAssigned;0;659;-1.0
2022-11-23T23:59:59+01:00;1;Burgenland;00-11;Female;15340;930;6.062581486310299
2022-11-23T23:59:59+01:00;1;Burgenland;00-11;Male;16182;1037;6.40835496230379
2022-11-23T23:59:59+01:00;1;Burgenland;00-11;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;1;Burgenland;12-14;Female;4106;1478;35.9961032635168
2022-11-23T23:59:59+01:00;1;Burgenland;12-14;Male;4259;1580;37.0979103075839
2022-11-23T23:59:59+01:00;1;Burgenland;12-14;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;1;Burgenland;15-24;Female;13097;7929;60.540581812628794
2022-11-23T23:59:59+01:00;1;Burgenland;15-24;Male;14218;7851;55.21873681249121
2022-11-23T23:59:59+01:00;1;Burgenland;15-24;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;1;Burgenland;25-34;Female;15146;8244;54.4302125973854
2022-11-23T23:59:59+01:00;1;Burgenland;25-34;Male;15608;8584;54.9974372116863
2022-11-23T23:59:59+01:00;1;Burgenland;25-34;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;1;Burgenland;35-44;Female;19758;11162;56.49357222390929
2022-11-23T23:59:59+01:00;1;Burgenland;35-44;Male;18839;10967;58.2143425871862
2022-11-23T23:59:59+01:00;1;Burgenland;35-44;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;1;Burgenland;45-54;Female;22704;14554;64.1032417195208
2022-11-23T23:59:59+01:00;1;Burgenland;45-54;Male;21975;14901;67.8088737201365
2022-11-23T23:59:59+01:00;1;Burgenland;45-54;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;1;Burgenland;55-64;Female;25229;18169;72.0163304134131
2022-11-23T23:59:59+01:00;1;Burgenland;55-64;Male;24723;18411;74.46911782550659
2022-11-23T23:59:59+01:00;1;Burgenland;55-64;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;1;Burgenland;65-74;Female;19801;15398;77.7637493055906
2022-11-23T23:59:59+01:00;1;Burgenland;65-74;Male;18667;14699;78.74323672791559
2022-11-23T23:59:59+01:00;1;Burgenland;65-74;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;1;Burgenland;75-84;Female;12620;9295;73.65293185419971
2022-11-23T23:59:59+01:00;1;Burgenland;75-84;Male;9928;7507;75.6144238517325
2022-11-23T23:59:59+01:00;1;Burgenland;75-84;NonBinary;0;0;-1.0
2022-11-23T23:59:59+01:00;1;Burgenland;85+;Female;5991;4165;69.5209480887999
