date;state_id;state_name;age_group;gender;population;vaccinated_according_to_recommendation;vaccinated_according_to_recommendation_percent
2022-12-12T23:59:59+01:00;0;NoState;00-11;Female;0;163;-1.0
2022-12-12T23:59:59+01:00;0;NoState;00-11;Male;0;143;-1.0
2022-12-12T23:59:59+01:00;0;NoState;00-11;NonBinary;0;0;-1.0
2022-12-12T23:59:59+01:00;0;NoState;12-14;Female;0;182;-1.0
2022-12-12T23:59:59+01:00;0;NoState;12-14;Male;0;177;-1.0
2022-12-12T23:59:59+01:00;0;NoState;12-14;NonBinary;0;0;-1.0
2022-12-12T23:59:59+01:00;0;NoState;15-24;Female;0;2756;-1.0
2022-12-12T23:59:59+01:00;0;NoState;15-24;Male;0;2550;-1.0
2022-12-12T23:59:59+01:00;0;NoState;15-24;NonBinary;0;0;-1.0
2022-12-12T23:59:59+01:00;0;NoState;25-34;Female;0;4153;-1.0
2022-12-12T23:59:59+01:00;0;NoState;25-34;Male;0;5342;-1.0
2022-12-12T23:59:59+01:00;0;NoState;25-34;NonBinary;0;5;-1.0
2022-12-12T23:59:59+01:00;0;NoState;35-44;Female;0;3681;-1.0
2022-12-12T23:59:59+01:00;0;NoState;35-44;Male;0;4942;-1.0
2022-12-12T23:59:59+01:00;0;NoState;35-44;NonBinary;0;2;-1.0
2022-12-12T23:59:59+01:00;0;NoState;45-54;Female;0;4884;-1.0
2022-12-12T23:59:59+01:00;0;NoState;45-54;Male;0;4464;-1.0
2022-12-12T23:59:59+01:00;0;NoState;45-54;NonBinary;0;1;-1.0
2022-12-12T23:59:59+01:00;0;NoState;55-64;Female;0;3380;-1.0
2022-12-12T23:59:59+01:00;0;NoState;55-64;Male;0;3033;-1.0
2022-12-12T23:59:59+01:00;0;NoState;55-64;NonBinary;0;0;-1.0
2022-12-12T23:59:59+01:00;0;NoState;65-74;Female;0;1477;-1.0
2022-12-12T23:59:59+01:00;0;NoState;65-74;Male;0;1192;-1.0
2022-12-12T23:59:59+01:00;0;NoState;65-74;NonBinary;0;0;-1.0
2022-12-12T23:59:59+01:00;0;NoState;75-84;Female;0;1007;-1.0
2022-12-12T23:59:59+01:00;0;NoState;75-84;Male;0;784;-1.0
2022-12-12T23:59:59+01:00;0;NoState;75-84;NonBinary;0;0;-1.0
2022-12-12T23:59:59+01:00;0;NoState;85+;Female;0;436;-1.0
2022-12-12T23:59:59+01:00;0;NoState;85+;Male;0;147;-1.0
2022-12-12T23:59:59+01:00;0;NoState;85+;NonBinary;0;0;-1.0
2022-12-12T23:59:59+01:00;0;NoState;All;All;0;45467;-1.0
2022-12-12T23:59:59+01:00;0;NoState;NotAssigned;NotAssigned;0;566;-1.0
2022-12-12T23:59:59+01:00;1;Burgenland;00-11;Female;15340;970;6.32333767926988
2022-12-12T23:59:59+01:00;1;Burgenland;00-11;Male;16182;1066;6.58756643183785
2022-12-12T23:59:59+01:00;1;Burgenland;00-11;NonBinary;0;0;-1.0
2022-12-12T23:59:59+01:00;1;Burgenland;12-14;Female;4106;1451;35.3385289819776
2022-12-12T23:59:59+01:00;1;Burgenland;12-14;Male;4259;1555;36.5109180558817
2022-12-12T23:59:59+01:00;1;Burgenland;12-14;NonBinary;0;0;-1.0
2022-12-12T23:59:59+01:00;1;Burgenland;15-24;Female;13097;6592;50.332137130640604
2022-12-12T23:59:59+01:00;1;Burgenland;15-24;Male;14218;6649;46.764664509776296
2022-12-12T23:59:59+01:00;1;Burgenland;15-24;NonBinary;0;0;-1.0
2022-12-12T23:59:59+01:00;1;Burgenland;25-34;Female;15146;6245;41.232008451076204
2022-12-12T23:59:59+01:00;1;Burgenland;25-34;Male;15608;6570;42.093798052280896
2022-12-12T23:59:59+01:00;1;Burgenland;25-34;NonBinary;0;0;-1.0
2022-12-12T23:59:59+01:00;1;Burgenland;35-44;Female;19758;8165;41.3250328980666
2022-12-12T23:59:59+01:00;1;Burgenland;35-44;Male;18839;8171;43.372790487817795
2022-12-12T23:59:59+01:00;1;Burgenland;35-44;NonBinary;0;0;-1.0
